LST,BC,CO2,O3,PM25,UFP,NOx
1/2/2018 8:36,634.6666667,424.53,31.5,3.75,10800,18.6608
1/2/2018 8:36,766.1428571,423.13,30.64525463,3.83,10500,17.7896
1/2/2018 8:36,870.625,422.66,29.6537037,3.95,10400,17.1128
1/2/2018 8:36,966.6666667,422.75,28.609375,2.68,11200,16.6664
1/2/2018 8:36,1037.9,425.15,27.5962963,4.36,14400,16.3664
1/2/2018 8:36,1131.6,429.86,26.69849537,3.74,17800,16.136
1/2/2018 8:36,1248.9,425.99,26,4.53,17300,16.0192
1/2/2018 8:36,1290,424.13,25.515625,2.65,15300,15.9752
1/2/2018 8:36,1284.9,423.51,25.20416667,4.29,13600,15.9632
1/2/2018 8:36,1244,424.15,25.065625,3.81,12300,15.972
1/2/2018 8:36,1259,424.65,25.1,3.58,11600,16.0112
1/2/2018 8:36,1156.9,426.32,25.38090278,4.43,11100,16.0816
1/2/2018 8:36,1029.6,440.37,25.9,3.91,10900,16.1784
1/2/2018 8:36,929.6,452.06,26.534375,4.18,10800,16.2968
1/2/2018 8:36,761.7,452.69,27.16111111,2.88,10800,16.4616
1/2/2018 8:36,705.4,448.38,27.65729167,4.55,11000,16.6744
1/2/2018 8:36,649.9,440.52,27.9,2.84,10900,16.904
1/2/2018 8:36,600,430.76,27.85416667,2.93,11000,17.1336
1/2/2018 8:36,566.4,430.34,27.61111111,3.6,11000,17.3464
1/2/2018 8:36,590.8,431.77,27.2375,4.38,11000,17.5872
1/2/2018 8:36,521,427.99,26.8,3.58,10900,17.8848
1/2/2018 8:37,512.4,425.87,26.36527778,2.92,10700,18.18
1/2/2018 8:37,601.8,428.4,26,2.92,10600,18.4032
1/2/2018 8:37,579,433.53,25.62962963,2.93,10700,18.4848
1/2/2018 8:37,606.4,449.38,25.26481481,4.51,10700,18.296
1/2/2018 8:37,628.3,454.75,25.1,3.19,10900,17.876
1/2/2018 8:37,628.9,443.53,25.1,3.56,10900,17.408
1/2/2018 8:37,637.9,431.17,25.1,3.68,10800,17.06
1/2/2018 8:37,705.5,428.8,25.1,4.1,10800,17
1/2/2018 8:37,757.4,426.32,25.1,4,10700,17.3672
1/2/2018 8:37,801.8,424.77,25.1,3.56,10900,18.0808
1/2/2018 8:37,849.7,424.66,25.1,3.37,11100,18.952
1/2/2018 8:37,866.7,424.79,25.64921875,3.28,11300,19.7552
1/2/2018 8:37,913.2,425.32,26.87291667,3.22,11700,20.2648
1/2/2018 8:37,932.2,425.56,28.13515625,3.46,12100,20.392
1/2/2018 8:37,918.7,425.48,28.8,4.06,12300,20.3016
1/2/2018 8:37,962.1,425.6,28.66018519,3.6,12600,20.1128
1/2/2018 8:37,935.5,425.7,28.06481481,3.84,12800,19.8952
1/2/2018 8:37,895.2,425.89,27.2125,3.32,12700,19.7184
1/2/2018 8:37,849.4,427.26,26.30185185,4.49,12400,19.5264
1/2/2018 8:37,791.5,428.6,25.53148148,4.28,12000,19.2152
1/2/2018 8:37,748.7,429.05,25.1,4.36,11700,18.8368
1/2/2018 8:37,690.2,428.44,25.090625,3.89,11400,18.4656
1/2/2018 8:37,659.7,427.53,25.34583333,4.02,11100,18.176
1/2/2018 8:37,626.4,427.03,25.703125,5.26,10800,18.0496
1/2/2018 8:37,640.8,425.79,26,2.59,10600,18.0816
1/2/2018 8:37,596.7,424.38,26.13866667,3.64,10500,18.1896
1/2/2018 8:37,618.4,424.35,26.201,3.13,10700,18.304
1/2/2018 8:37,630.1,425.12,26.294,3.13,10500,18.3552
1/2/2018 8:37,620.1,425.92,26.52466667,3.7,10700,18.3128
1/2/2018 8:37,695,424.6,27,3.68,10700,18.2184
1/2/2018 8:37,769.7,424.21,27.88842593,4.65,10600,18.1016
1/2/2018 8:37,770.1,425.65,29.14074074,4.31,10700,17.9672
1/2/2018 8:37,755.6,424.97,30.5375,4.52,11100,17.82
1/2/2018 8:37,754,425.62,31.85925926,4.44,11400,17.6544
1/2/2018 8:37,676.8,426.01,32.88657407,3.68,11600,17.4784
1/2/2018 8:37,648.5,426.24,33.4,4.47,11500,17.2904
1/2/2018 8:37,596.1,427.43,33.2171875,3.55,11000,17.052
1/2/2018 8:37,541.5,426.17,32.49583333,4.37,10600,16.7248
1/2/2018 8:37,450.6,423.44,31.5265625,2.72,10000,14.9248
1/2/2018 8:37,389.2,422.15,30.6,3.55,9560,11.5288
1/2/2018 8:37,330.9,421.99,29.6150463,3.75,9310,8.5888
1/2/2018 8:37,388.9,421.81,28.4037037,3.24,9210,8.332
1/2/2018 8:37,473.1,421.82,27.15625,4.54,9240,12.9856
1/2/2018 8:37,537.3,421.97,26.06296296,3.93,9430,26.7312
1/2/2018 8:37,671.7,422.14,25.31412037,3.41,10200,48.3816
1/2/2018 8:37,732.1,425.88,25.1,3.28,11300,71.8264
1/2/2018 8:37,818.2,427.35,25.8965625,3.2,16800,90.8328
1/2/2018 8:37,928.3,430.4,27.49083333,3.47,26000,99.168
1/2/2018 8:37,1005.1,445.11,29.0396875,3.85,24800,91.7176
1/2/2018 8:37,1037.1,428.23,29.7,4.28,19500,72.3808
1/2/2018 8:37,1078.666667,425.45,29.0712,4.59,16400,48.6192
1/2/2018 8:37,1001.777778,426.61,27.6356,4.75,14200,27.8584
1/2/2018 8:37,881.7777778,426.58,25.8744,3.84,13200,17.524
1/2/2018 8:37,839.4444444,425.34,24.2688,3.84,12600,21.7272
1/2/2018 8:37,732.2222222,424.89,23.3,2.58,12300,35.6344
1/2/2018 8:37,652.1111111,424.68,23.33111111,6.78,12200,68.3784
1/2/2018 8:37,551,429.17,23.8325,4.06,13000,75.1912
1/2/2018 8:37,533.8888889,486.24,24.41555556,3.64,13300,70.466817
1/2/2018 8:37,549.8888889,512.02,24.89861111,4.07,13100,58.20365101
1/2/2018 8:38,543.2,462.37,25.1,3.47,13000,43.10627651
1/2/2018 8:38,589.9,446.17,25.1,3.28,13000,29.82166801
1/2/2018 8:38,653.7,434.58,25.1,3.53,13200,22.9968
1/2/2018 8:38,723.6,447.71,25.1,3.68,14100,21.30957033
1/2/2018 8:38,723.7,471.09,25.1,3.07,14400,20.1834385
1/2/2018 8:38,800.6,473.39,25.01076389,3.81,14000,19.4461215
1/2/2018 8:38,768.9,451.03,24.79444444,3.87,13000,18.96373634
1/2/2018 8:38,848.6,435.92,24.528125,3.28,12400,18.6024
1/2/2018 8:38,880.2,450.33,24.28888889,3.45,12300,18.40144666
1/2/2018 8:38,829.5,454.29,24.15381944,4.12,12300,18.42222749
1/2/2018 8:38,844.4,447.8,24.2,3.43,12100,18.551885
1/2/2018 8:38,714.8,452.79,24.560625,4.65,12000,18.71356167
1/2/2018 8:38,698.3,444.5,25.1575,2.42,12200,18.8304
1/2/2018 8:38,606.4,433.37,25.750625,4.2,12000,18.9224
1/2/2018 8:38,568.4,434.54,26.1,4.04,11600,19.0648
1/2/2018 8:38,434.1,432.28,26.13691429,3.44,11400,19.2256
1/2/2018 8:38,403.8,430.23,25.99774286,3.25,11200,19.3328
1/2/2018 8:38,255.6,428.72,25.75011429,2.64,11200,19.3144
1/2/2018 8:38,165.7,429.04,25.46165714,3.35,11200,19.0424
1/2/2018 8:38,199.5,433.99,25.2,3.35,11000,18.5136
1/2/2018 8:38,143.3,435.71,24.92892128,2.67,11000,17.888
1/2/2018 8:38,162.7,435.6,24.59300292,4.01,10800,17.3384
1/2/2018 8:38,143.1,431.46,24.23107872,3.27,10600,17.0376
1/2/2018 8:38,150,430.67,23.88198251,4.13,10400,17.1376
1/2/2018 8:38,199.1,429.39,23.5845481,3.41,10500,17.536
1/2/2018 8:38,297,430.73,23.37760933,4.78,10600,18.0368
1/2/2018 8:38,329.5,431.08,23.3,2.88,10600,18.4888
1/2/2018 8:38,369.4,432.76,23.3,3.43,10700,18.7408
1/2/2018 8:38,418.8,434.54,23.3,3.84,10800,18.7288
1/2/2018 8:38,392.2,434.31,23.3,3.77,10800,18.6
1/2/2018 8:38,436.2,434.24,23.55451389,4.24,10900,18.4664
1/2/2018 8:38,518.5,435.84,24.21666667,3.7,11000,18.4024
1/2/2018 8:38,501.9,432.39,25.134375,4.28,11000,18.4824
1/2/2018 8:38,502.9,432.44,26.15555556,3.97,11200,18.704
1/2/2018 8:38,479.7,431.24,27.128125,4.63,11500,18.992
1/2/2018 8:38,419.3,436,27.9,3.85,11900,19.308
1/2/2018 8:38,423.8,448.64,28.54609375,3.49,12100,19.568
1/2/2018 8:38,459.6,456.85,29.16041667,2.45,12400,19.688
1/2/2018 8:38,462,444.87,29.61953125,3.22,12600,19.6224
1/2/2018 8:38,412.7,433.73,29.8,3.09,12600,19.4304
1/2/2018 8:38,429.3,435.93,29.8,3.85,12800,19.1704
1/2/2018 8:38,425.4,430.93,29.8,3.67,13000,18.876
1/2/2018 8:38,456.3,434.12,29.8,4.36,12800,18.5808
1/2/2018 8:38,537,441.24,29.8,4.01,12200,18.2968
1/2/2018 8:38,512.2,438.43,29.8,4.49,11100,17.9552
1/2/2018 8:38,560.5,432.26,29.6184,4.5,10200,17.524
1/2/2018 8:38,506.4,429.16,29.1792,3.57,9720,17.0128
1/2/2018 8:38,537.5,427.2,28.6408,3.85,9480,16.4312
1/2/2018 8:38,509.4,433.09,28.1616,3.48,9590,15.7952
1/2/2018 8:38,536.1,440.05,27.9,4,9340,15.1064
1/2/2018 8:38,544.1,432.12,27.9272,3.57,8790,14.3848
1/2/2018 8:38,499.5,429.2,28.1376,3.88,8460,13.7264
1/2/2018 8:38,525.9,429.52,28.4244,3.75,8250,13.2272
1/2/2018 8:38,503.6,430.08,28.6808,2.64,8160,12.9
1/2/2018 8:38,597.9,430.39,28.8,2.41,8860,12.6736
1/2/2018 8:38,624.7,442.96,28.73680556,2.6,9300,12.5208
1/2/2018 8:38,674.3,435.68,28.55777778,3.53,9010,12.4512
1/2/2018 8:38,769.7,427.29,28.32375,2.85,9540,12.4744
1/2/2018 8:38,863.7,437.57,28.09555556,3.5,10000,13.384
1/2/2018 8:38,974.3,438.62,27.93402778,4.2,10200,15.564
1/2/2018 8:39,974,443.68,27.9,4.66,10800,18.288
1/2/2018 8:39,1022,467.68,28.090625,4.19,11500,20.716
1/2/2018 8:39,1013,481.7,28.44166667,4.08,11600,22.008
1/2/2018 8:39,1031.8,473.68,28.771875,4.14,11700,21.5944
1/2/2018 8:39,993.1,475.85,28.9,2.8,11500,19.8976
1/2/2018 8:39,933.1,474.53,28.86921296,3.02,11000,17.672
1/2/2018 8:39,887.9,453.32,28.8037037,4.13,10700,15.6784
1/2/2018 8:39,781.7,454.02,28.64375,4.74,10500,14.6776
1/2/2018 8:39,740,446.72,28.32962963,2.81,10300,15.1128
1/2/2018 8:39,655.9,442.76,27.80162037,2.66,10100,16.5456
1/2/2018 8:39,635.7,438.39,27,4.09,10700,18.3832
1/2/2018 8:39,632,434.99,25.5415625,4.09,13000,20.0736
1/2/2018 8:39,607.5,443.38,23.53583333,3.28,15400,21.0648
1/2/2018 8:39,570.9,456.15,21.6621875,4.03,16700,21.0984
1/2/2018 8:39,628.9,487.45,20.6,2.59,16700,20.5232
1/2/2018 8:39,647.4,526.74,20.8224,4.96,15700,19.7128
1/2/2018 8:39,696,507.76,21.9312,2.93,14500,19.0416
1/2/2018 8:39,707.5,482.04,23.2988,4.57,13200,18.884
1/2/2018 8:39,710.9,452.1,24.2976,3.58,12700,19.3048
1/2/2018 8:39,702.3,452.21,24.3,5.59,12400,20.04
1/2/2018 8:39,758.6,457.2,22.85486111,3.15,12000,21.0024
1/2/2018 8:39,788.9,457.53,20.32888889,3.68,12000,22.1464
1/2/2018 8:39,752.6,452.39,17.32125,3.37,12300,23.4264
1/2/2018 8:39,766.3,450.45,14.43111111,4.34,13500,24.5736
1/2/2018 8:39,782.5,465.84,12.25763889,5.13,15600,25.6504
1/2/2018 8:39,832.9,482.38,11.4,3.86,19600,27.088
1/2/2018 8:39,807.4,498.54,11.4,4.48,23300,29.3256
1/2/2018 8:39,885.2,512.13,11.4,5.51,24700,32.8024
1/2/2018 8:39,915.5,499.33,11.4,3.97,24700,38.496
1/2/2018 8:39,941.5,461.1,11.4,4.43,26900,46.168
1/2/2018 8:39,986.9,473.94,11.359375,4.28,30500,54.34
1/2/2018 8:39,1010.3,474.2,11.25,2.79,33800,61.428
1/2/2018 8:39,1079.7,459.17,11.090625,4.52,36800,65.848
1/2/2018 8:39,1092.2,473.27,10.9,5.25,39600,66.49126704
1/2/2018 8:39,1116.8,486.94,10.696875,4.15,41500,64.35300113
1/2/2018 8:39,1095.3,489.22,10.5,4.86,42200,61.0163017
1/2/2018 8:39,1155.9,482.13,10.2075,4.03,41600,57.99546818
1/2/2018 8:39,1156.9,472.92,9.8325,4.03,40600,56.8048
1/2/2018 8:39,1187.9,474.99,9.56625,3.85,40000,57.03252378
1/2/2018 8:39,1180.3,474.9,9.6,3.95,39000,57.22127417
1/2/2018 8:39,1155.2,475.65,10.03291429,4.34,38500,57.33696268
1/2/2018 8:39,1121.9,475.27,10.74574286,3.69,38300,57.36150079
1/2/2018 8:39,1078.3,473.07,11.60211429,3.4,37800,57.2768
1/2/2018 8:39,1116.8,472.3,12.46565714,4.42,37600,56.46083217
1/2/2018 8:39,1043.7,475.43,13.2,3.6,37600,54.67883619
1/2/2018 8:39,1023.2,484.22,13.84962099,4.65,37500,52.60082413
1/2/2018 8:39,978.2,483.29,14.52390671,4.69,37100,51.02000804
1/2/2018 8:39,918.6,469.87,15.1838484,3.12,36100,50.7296
1/2/2018 8:39,859.6,462.37,15.79043732,3.11,34500,52.3824
1/2/2018 8:39,917,457.66,16.30466472,3.4,33300,55.4672
1/2/2018 8:39,879.1,454.93,16.68752187,5.49,32300,59.0408
1/2/2018 8:39,870.4,456.3,16.9,4.15,33900,62.2896
1/2/2018 8:39,882.5,481.6,16.73412698,4.5,41700,64.4
1/2/2018 8:39,842.6,504.05,16.29206349,4.39,48500,65.0984
1/2/2018 8:39,789.3,490.33,16,4.19,50600,64.9584
1/2/2018 8:39,765.1,478.81,15.98854167,4.59,51100,64.3944
1/2/2018 8:39,806,482.47,16.08333333,4.44,51600,63.776
1/2/2018 8:39,834.5,490.84,16.253125,4.69,50300,63.4728
1/2/2018 8:39,911.6,504.91,16.46666667,5.14,49500,63.4
1/2/2018 8:39,912.2,520.47,16.69270833,5.36,55400,63.2016
1/2/2018 8:40,951.8,524.23,16.9,3.52,61700,62.9048
1/2/2018 8:40,958.3,511.33,17.10625,4.41,62900,62.5672
1/2/2018 8:40,1045.4,536.76,17.3375,4.71,65600,62.2464
1/2/2018 8:40,1073.9,523.57,17.575,4.71,67200,61.188
1/2/2018 8:40,1149.3,496.4,17.8,4.82,70400,59.1224
1/2/2018 8:40,1189.1,498.83,18.08685714,4.1,74100,56.7912
1/2/2018 8:40,1150.7,516.85,18.44557143,6.37,74000,54.9408
1/2/2018 8:40,1152.8,524.25,18.76085714,3.7,73400,54.3176
1/2/2018 8:40,1096,517.04,18.91742857,3.88,77700,55.0432
1/2/2018 8:40,1100.3,498.09,18.8,6.4,83700,56.5544
1/2/2018 8:40,1070.5,514.05,18.21603499,4.87,82600,58.6408
1/2/2018 8:40,1011.1,507.51,17.19698737,4.62,75700,61.1344
1/2/2018 8:40,949.5,482.45,15.96355685,4.26,67800,63.8672
1/2/2018 8:40,925.7,476.35,14.73644315,5.04,63000,67.2528
1/2/2018 8:40,871.8,481.5,13.73634597,5.56,61200,71.472
1/2/2018 8:40,889.9,478.12,13.18396501,4.33,59300,75.9584
1/2/2018 8:40,890.1,481.6,13.3,5.21,57500,80.1504
1/2/2018 8:40,830.3,500.85,14.85687831,4,57100,83.4864
1/2/2018 8:40,775.3,517.76,17.28677249,5.85,59200,86.1872
1/2/2018 8:40,816.5,514.1,18.8,6.16,62300,88.6544
1/2/2018 8:40,768.2,508.69,18.80752315,4.82,69000,90.5248
1/2/2018 8:40,809.4,532.09,18.09074074,5.05,79500,91.3304
1/2/2018 8:40,778.4,526.84,16.915625,5.83,85200,90.6032
1/2/2018 8:40,670.9,510.89,15.54814815,6.51,86800,87.2448
1/2/2018 8:40,653.3,504.19,14.25428241,5.49,85600,81.4344
1/2/2018 8:40,650.3,492.43,13.3,6.09,80500,74.7536
1/2/2018 8:40,715.2,483.97,12.61171875,6.97,74200,68.8512
1/2/2018 8:40,785.4,474.48,12.00208333,5.39,71200,65.376
1/2/2018 8:40,927.3,474.46,11.56640625,6.3,71800,64.8416
1/2/2018 8:40,875.5,485.75,11.4,6.3,74500,66.24
1/2/2018 8:40,1039.6,493.28,11.4,4.79,77700,68.9008
1/2/2018 8:40,1119.1,485.54,11.4,5.18,80200,72.2168
1/2/2018 8:40,1245.4,478.91,11.4,4.84,84900,75.5808
1/2/2018 8:40,1438,477.8,11.4,4.8,90900,78.9152
1/2/2018 8:40,1582.7,477.8,11.4,5.67,94400,82.6424
1/2/2018 8:40,1674.2,475.08,11.4,5.54,94900,86.8648
1/2/2018 8:40,1675.1,478.48,11.16875,8.33,92400,91.6304
1/2/2018 8:40,1754.2,486.95,10.6,7.48,89700,96.9872
1/2/2018 8:40,1759.3,489.23,9.88125,5.84,89300,103.6152
1/2/2018 8:40,1869.5,497.78,9.2,4.96,89400,111.5115675
1/2/2018 8:40,1874.2,499.27,8.74375,5.21,92700,119.6203024
1/2/2018 8:40,1897.2,497.16,8.7,5.38,94100,126.7696536
1/2/2018 8:40,1892.4,495.61,9.348148148,6.26,88600,131.7878698
1/2/2018 8:40,1850.2,493.68,10.4462963,6.4,85600,134.0392
1/2/2018 8:40,1869.1,505.73,11.4,5.4,84700,134.2951161
1/2/2018 8:40,1839,516.35,12.06516204,8.1,84000,133.4897041
1/2/2018 8:40,1907.7,518.84,12.67962963,6.52,83100,132.4531342
1/2/2018 8:40,1880.7,509.66,13.221875,6.9,85600,132.0155761
1/2/2018 8:40,1855.5,523.25,13.67037037,5.59,86400,132.456
1/2/2018 8:40,1793.9,525.91,14.00358796,4.28,82800,133.1976564
1/2/2018 8:40,1756.9,512.12,14.2,5.19,81000,133.8193635
1/2/2018 8:40,1767.2,500.86,14.178125,6.13,82400,133.9422423
1/2/2018 8:40,1796,509.15,13.94583333,6.13,87600,133.1874141
1/2/2018 8:40,1890.5,530.56,13.615625,6.34,90400,130.8752
1/2/2018 8:40,1821.1,528.9,13.3,5.35,89300,127.2472
1/2/2018 8:40,1816.2,518.42,13.0244213,6.35,88900,123.3472
1/2/2018 8:40,1777.6,518,12.73703704,7.4,88100,120.284
1/2/2018 8:40,1811.5,520.09,12.434375,6.39,88000,119.1664
1/2/2018 8:40,1798.5,515.61,12.11296296,5.35,86800,120.7184
1/2/2018 8:40,1766.2,508.61,11.7693287,5.64,83400,124.1952
1/2/2018 8:41,1718.8,515.89,11.4,6.26,75800,128.5128
1/2/2018 8:41,1658.5,511.84,10.9809375,5.35,71200,132.6536
1/2/2018 8:41,1602.7,511.36,10.51583333,5.02,72600,135.6
1/2/2018 8:41,1560.9,522.74,10.0428125,6.05,75600,137.0016
1/2/2018 8:41,1581.1,518,9.6,5.91,78700,137.6888
1/2/2018 8:41,1548.1,508.93,9.129866667,6.68,82100,138.2592
1/2/2018 8:41,1559,505.91,8.6116,6.02,87900,139.1184
1/2/2018 8:41,1481.7,515.31,8.1384,6.49,94700,140.672
1/2/2018 8:41,1491.8,520.67,7.803466667,6.01,97800,143.0848
1/2/2018 8:41,1464.9,530.86,7.7,6.2,1.00E+05,145.9856
1/2/2018 8:41,1461.7,532.61,7.873842593,5.52,100006.25,149.0272
1/2/2018 8:41,1444.3,540.41,8.260740741,5.65,99075,151.8136
1/2/2018 8:41,1460.5,532.17,8.78875,6.77,97656.25,153.9488
1/2/2018 8:41,1437.4,519.61,9.385925926,5.98,96200,155.5984
1/2/2018 8:41,1440.9,515.75,9.980324074,6.17,94500,157.0744
1/2/2018 8:41,1505.7,521.79,10.5,6.17,98300,158.1544
1/2/2018 8:41,1520.4,517.13,10.98125,4.58,100295.3125,158.596
1/2/2018 8:41,1586,518.8,11.475,6.83,101700,158.1568
1/2/2018 8:41,1566.3,521.92,11.93125,5.25,101529.6875,156.6744
1/2/2018 8:41,1637,518.05,12.3,7.89,98800,154.2496
1/2/2018 8:41,1649.9,521.02,12.54537037,5.45,90000,151.092
1/2/2018 8:41,1661,517.73,12.6962963,6.09,80700,147.4344
1/2/2018 8:41,1652.8,513.71,12.8,5.97,75800,143.5096
1/2/2018 8:41,1613.2,523.49,12.9037037,6.96,76100,139.0848
1/2/2018 8:41,1623.7,541.78,13.05462963,7.37,81400,134.0784
1/2/2018 8:41,1638,537.15,13.3,6.93,87400,128.8816
1/2/2018 8:41,1634.7,544.5,13.66,6.15,90200,123.8592
1/2/2018 8:41,1600.1,545.07,14.10166667,7.57,87200,119.376
1/2/2018 8:41,1599.9,535.48,14.5925,7.31,85500,114.94
1/2/2018 8:41,1654.5,530.52,15.1,6.68,89900,110.1976
1/2/2018 8:41,1677.1,529.15,15.71893333,8.66,1.00E+05,105.8368
1/2/2018 8:41,1679.6,525.58,16.4628,6.82,99997.20455,102.6112
1/2/2018 8:41,1599.4,525.63,17.1772,7.79,99800,101.2744
1/2/2018 8:41,1522.3,515.89,17.70773333,5.51,74400,103.4136
1/2/2018 8:41,1457.5,483.01,17.9,5.73,53700,108.6224
1/2/2018 8:41,1319.4,484.71,17.60625,6.3,49300,114.608
1/2/2018 8:41,1220.2,492.65,16.91555556,4.67,59800,119.1096
1/2/2018 8:41,1070.8,496.6,16.02875,5.87,72600,119.8664
1/2/2018 8:41,1104.2,506.21,15.14666667,5.14,85700,113.5696
1/2/2018 8:41,1113,502.95,14.47013889,5.75,1.00E+05,101.6864
1/2/2018 8:41,1151.8,508.21,14.2,6.35,103755.5556,89.148
1/2/2018 8:41,1280.2,506.15,14.2,6.35,102077.7778,80.8816
1/2/2018 8:41,1432.3,504.9,14.2,6.11,94000,81.8144
1/2/2018 8:41,1605,497.73,14.2,4.22,72800,96.1296
1/2/2018 8:41,1795.2,499.01,14.2,7.13,55300,120.5344
1/2/2018 8:41,2052,495.08,14.071875,13.8,45900,148.772
1/2/2018 8:41,2110.4,481.6,13.75,15.61,44500,174.6336
1/2/2018 8:41,2291.3,483.46,13.328125,16.09,53300,191.9104
1/2/2018 8:41,2424.9,490.82,12.9,12.97,69700,200.2344
1/2/2018 8:41,2431.8,496.45,12.559375,9.87,82000,203.9112
1/2/2018 8:41,2467.777778,497.62,12.4,8.81,86700,203.5208
1/2/2018 8:41,2449.125,499.69,12.51953125,7.68,89300,199.4496
1/2/2018 8:41,2465,502.11,12.83125,7.53,89900,192.084
1/2/2018 8:41,2505.666667,497.88,13.15234375,6.6,88700,177.4992
1/2/2018 8:41,2422.2,491.23,13.3,10.82,1.00E+05,155.148
1/2/2018 8:42,2071.166667,481.89,16.4696,8.23,92800,99.5008
1/2/2018 8:42,2000.142857,479.86,17.9,6.68,67500,116.8472
1/2/2018 8:42,1818.375,474.97,18.2456,5.49,54400,137.164
1/2/2018 8:42,1718.777778,473.79,17.9768,4.94,51100,153.6808
1/2/2018 8:42,1601.3,473.57,17.3552,7.44,54900,159.6272
1/2/2018 8:42,1397.7,474.82,16.6424,6.07,61200,150.9744
1/2/2018 8:42,1220.7,482.61,16.1,6.52,62600,132.0454164
1/2/2018 8:42,1066.8,482.02,15.708,6.59,52600,108.8274492
1/2/2018 8:42,979.9,457.56,15.292,5.02,40900,87.48157377
1/2/2018 8:42,881.9,442.67,14.882,4.3,38900,74.16886557
1/2/2018 8:42,958.9,447.24,14.508,4.3,42600,71.0104
1/2/2018 8:42,962,454.07,14.2,5.92,39700,74.01337025
1/2/2018 8:42,1047.1,452.51,13.94409722,4.81,34600,80.1299337
1/2/2018 8:42,1108.2,448.53,13.71444444,5.23,35400,86.48061202
1/2/2018 8:42,1222.1,446.5,13.523125,4.97,42300,90.1859269
1/2/2018 8:42,1308.5,451.58,13.38222222,5.07,47500,91.0536
1/2/2018 8:42,1348.6,454.73,13.30381944,5.16,51000,91.05505671
1/2/2018 8:42,1411.4,455.86,13.3,5.49,52900,90.4607388
1/2/2018 8:42,1437.3,459.62,13.46875,4.44,51400,89.42209253
1/2/2018 8:42,1464.7,469.99,13.7875,4.49,48800,88.09056418
1/2/2018 8:42,1386.9,464.24,14.0875,4.98,48000,85.8944
1/2/2018 8:42,1358.2,461.62,14.2,4.69,51900,82.7112
1/2/2018 8:42,1373.7,470.21,13.99722222,5.83,58800,79.3608
1/2/2018 8:42,1408.3,467.34,13.56111111,5.15,59700,76.5536
1/2/2018 8:42,1451.1,457.65,13.0375,4.4,57000,75
1/2/2018 8:42,1525.5,451.63,12.57222222,4.31,55800,74.956
1/2/2018 8:42,1574.2,454.52,12.31111111,4.96,55300,75.9096
1/2/2018 8:42,1725.8,452.1,12.4,5.52,53500,77.4528
1/2/2018 8:42,1901.9,463.49,12.9809375,4.1,50900,79.2232
1/2/2018 8:42,2107.5,471.5,13.945,4.48,50900,80.8584
1/2/2018 8:42,2310.6,468.76,15.0615625,5.28,52000,82.8152
1/2/2018 8:42,2526.6,455.21,16.1,5.51,54500,85.3192
1/2/2018 8:42,2704.7,458.92,17.0832,5.02,53500,87.7032
1/2/2018 8:42,2838.9,453.54,18.1266,5.63,48800,89.36
1/2/2018 8:42,2901.1,453.42,19.1384,4.53,43200,89.6824
1/2/2018 8:42,2974.8,447.42,20.0268,5.35,45500,88.4472
1/2/2018 8:42,3021.4,452.64,20.7,5.35,51800,86.16
1/2/2018 8:43,2976.1,465.93,21.13819444,6.47,51600,83.1936
1/2/2018 8:43,2875.6,455.21,21.40888889,5.79,49600,79.8456
1/2/2018 8:43,2725.8,451.98,21.55125,4.58,49700,76.4136
1/2/2018 8:43,2574.8,462.75,21.60444444,5.94,50100,72.4432
1/2/2018 8:43,2382.4,465.54,21.60763889,5.59,47500,67.6448
1/2/2018 8:43,2224.5,454.75,21.6,5.93,43900,62.612
1/2/2018 8:43,2002,453.99,21.6,5.44,38800,57.8992
1/2/2018 8:43,1875.3,442.71,21.6,4.38,35100,54.0608
1/2/2018 8:43,1794.7,436.49,21.6,3.81,33900,51.36
1/2/2018 8:43,1712.6,446.21,21.6,2.92,34200,49.3904
1/2/2018 8:43,1614.4,457.24,21.6,4.43,34400,47.7832
1/2/2018 8:43,1494.9,452.32,21.6,4.33,34700,46.2768
1/2/2018 8:43,1408.3,450.95,21.6,4.19,33800,44.6096
1/2/2018 8:43,1376.8,453.36,21.6,4.45,28000,42.6984
1/2/2018 8:43,1305.7,437.93,21.6,4.53,21600,40.7896
1/2/2018 8:43,1269.4,430.25,21.6,3.78,19500,39.08
1/2/2018 8:43,1222.2,441.51,21.88796875,4.27,21200,37.8024
1/2/2018 8:43,1138.5,450.78,22.52625,4.15,22500,37.1896
1/2/2018 8:43,1011.4,454.79,23.17640625,4.09,22600,37
1/2/2018 8:43,955.7,456.68,23.5,4.12,21700,36.8536
1/2/2018 8:43,976.1,448.23,23.47386667,4.01,19800,36.7648
1/2/2018 8:43,963.6,440.94,23.2886,3.71,19200,36.7192
1/2/2018 8:43,977.8,449.06,22.9264,3.58,19200,36.7024
1/2/2018 8:43,948.5,450.85,22.36946667,3.89,20400,37.092
1/2/2018 8:43,934.9,446.15,21.6,3.52,21500,38.12
1/2/2018 8:43,862.4,454.6,20.37291667,3.52,21000,39.556
1/2/2018 8:43,902.8,462.51,18.66444444,6.13,20300,41.16
1/2/2018 8:43,961.1,461.85,16.78875,3.86,19600,42.692
1/2/2018 8:43,944.6,463.07,15.06,3.55,18500,43.6176
1/2/2018 8:43,957.6,464.58,13.79236111,3.61,17900,44.0456
1/2/2018 8:43,932.2,468.3,13.3,4.28,18500,44.7776
1/2/2018 8:43,1004.1,488.86,13.3,2.93,20500,46.692
